"name","comment"
"waumeo","Mà dở nữa chứ. Năm ngoái mình đi 1 lần và ko có lần 2 luôn.,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"itshthuong_","Bên quận 1 lấy 10k tiền gửi xe nữa cha ơi, uống ly nước 120k xong phải trả thêm 10k tiền gửi xe 😇,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"yumie.van","Ê đúng luôn á bà, sốc là phải trả tiền luôn :)) chả hiểu sao với cái giá đó còn bóc thêm 10k gửi xe của khách nứa,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"itshthuong_","Lần đầu trong đời t được trải nghiệm luôn á, chưa thấy quán nào dám làm dậy :))))),+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"tuonglam.2.2","Thiệt hả bà , 110k lận hả , trên fb tui thấy có nhiều bạn đi cũng định ghé thử , nghe cái giá chát thật 🥹🥹🥹,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"npbt2308","Thiệt đó bà mà thề là decor nó rất đỗi bt luôn ý. Đã thế đi trong tuần còn ko cho lên lầu cơ,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"tuonglam.2.2","Huhu nghe 110k hơi xót mà ví dụ quán đẹp , nước ngon còn bỏ qua dc vì ít ra mình còn có trải nghiệm tốt , may đọc bài viết của bà ko là định đi thử rồi á 🥴🥴🥴,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"yuiquynh","Bánh rất tầm thường, vị nhạt nhạt ko có tí xíu mùi vị matcha nào mà 150k :)) (mua đợt Christmas năm ngoái, mua Soko vô Phúc Long premium ngồi 😂). Bonus thêm là ai muốn ăn croissant thì vô Phúc Long Premium gọi Almond Crossaint ngon thật sự mà giá bằng 1 nửa :)),+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"yuiquynh","Bánh 150 mãi chê 😌😌,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"itsquanhyo","tiện tạt ra mấy quán cfe ở HP đi cha cũng mất 1 công đi mà ☺️,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"npbt2308","Tìn vé mbay của b 2 chịu 🤣🤣🤣,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"im.linhtraan","Soko dở thì thôi luôn nhé,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"antran7690","Nước dở và giá cao,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"aticilenuf.iore","Mình nghĩ mỗi quán đều có tệp khách hàng riêng, vậy nên việc chê quán vì giá (?) mình thấy không hợp lí lắm. Căn bản là trước khi vào quán thì khách hàng hoàn toàn có thể tra menu trên Google Maps hoặc website của quán trước, và sau khi xem menu nếu không thấy hợp thì bạn hoàn toàn có thể chọn đi ra. Riêng bạn bè, họ hàng, và chính bản thân mình đều muốn hoặc đều đã quay lại soko vì sự chỉn chu trong dịch vụ cũng như trình bày món. ^^,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"hlinhbuii_","Bánh ở đây cũng cũng nma cũng đắt lòi nha mấy bà Ngoài VAT ra ko thấy phục vụ j mấy mà tính phí PV nữa Chêeeeeee,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"flame_thundergod","Cung đường toàn tập hợp các brand nước dở và đắt :))) phúc long, phê la, cộng, chuk,...,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"tarna_kaka","Ê uống thử trà sữa phổ nhĩ quýt của chuk đi, ngon vclshsksbdhejdbsh,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"chan.chan.pol","Nhưng mà cái ko gian quán này nhìn ấm xinh thật =))) dô lần xong ko quay lại cũng dc 🤣🤣🤣,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"phanhngn","cái quán đúng dở ói lun =)),+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"bella.ph72","Bánh ở đây đắt mà ngọt quá trời. Tui đã cho 3 cơ hội nhưng ko chịu nổi, giá cao, gửi xe thì tính phí. Chê,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"trungle0196","Ko chỉ nước đâu bánh nữa, má ơi nó dở mà fomo thấy sợ, ăn 1 lần croissant với rondo sợ tới già. Giá cao chất lượng vỉa hè,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"darkydevil","Ngừoi ta làm menu đặc biệt, có phải chuỗi đâu mà,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"cuppledupple","soko overpriced điên luôn,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"bong_bup_","@wabi.sabiiii_,+1 quán vào black list: SOKO Dẹo lượn quận 2 tấp đại vào 1 quán vì thấy khá xinh nhưng..."
"mydoviolinist","T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được đọc những cmt tranh luận có học thức thật sự vô cùng mở mang tầm mắt. Mọi quan điểm, lập luận đều dựa trên kiến thức, bằng chứng, không ai cãi ngu được ở đây cả. Là người từng (k may) phải đi var nhau với những người đến đoạn văn bình thường còn k viết được, tôi mê việc được tranh luận với những người hiểu mình đang nói gì, vậy nên việc được đọc mấy bài trong page đó có lẽ đã chữa lành vết rách trong tim t ❤️‍🩹,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"bsht_dly","Có đớ mom. Nhiều ng cãi ngu là đằng khác, và có những lập luận, nghe rất xác đáng, nhưng thực ra lại là nguỵ biện để chứng minh cho bias của họ thôi. Group có nhiều thành phần lắm, t đã thấy nhiều khi họ tiếp nhận thông tin xong là hình thành định kiến và chửi rồi chứ không hề check lại đâu. Và trong giới học thuật, một số bài bóc phốt trên group đó thực ra không phải là vì liêm chính khoa học như cái tên group đâu, mà là vì phục vụ lợi ích cho những người khác nữa …,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"mydoviolinist","Cảm ơn insight của mom 🙏🏻 Tui thấy là ng cãi ngu thì ở đâu cũng có, chỉ là họ cãi ngu quá xong ko có ai buồn vào correct thì đúng là chán hẳn luôn, may là tui thấy có những cmt phản biện nên vẫn còn chút niềm tin vào con người ấy 🤣 Về việc phục vụ lợi ích thì đúng là khó nói... vì mục đích mỗi ng một khác thật. Tuy nhiên nếu bóc đúng thì nên công nhận, t nghĩ vậy,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"tanh_hoc_uuni","Thật ra nếu bà ở trong giới nghiên cứu khoa học thì sẽ biết nó không liêm chính đâu :)))))) Vào gr đọc cho vui thôi,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"mydoviolinist","T hiểu bác đang muốn nói rằng kp cứ làm nghiên cứu, bác học các thứ là đàng hoàng. T thấy là giới nào thì cũng có những thứ k liêm chính riêng của ngành đó thui bác ah, kp mỗi NCKH. 🙂‍↕️ Với theo t thấy thì dù tnao đi chăng nữa, xem những ng có đầu óc tranh luận rõ ràng vẫn dễ chịu hơn rất nhiều so với việc nhìn mấy ng cãi nhau mà khéo ngta còn đang chẳng hiểu họ nói gì ấy 😝,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"caubena","Trong cái grp đấy không liêm chính đâu bạn :)) đấu tố nhau là chính. Đăng bài toàn ẩn danh thì liêm chính gì nữa :)),T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"nl_thuytrang","Giới nckh mà bóc ý bác là đống phốt lun, lâu lâu em cũng zô hóng phốt lém, để xem có thầy cô nào trường đại học hay người quen nào của mình bị đem lên tế hông. Hồi trước em vẫn ngây thơ nghĩ rằng là càng học cao thì mọi người sẽ cư xử nhã nhặn, ít drama, mọi thứ liêm chính, xong giờ bị vả không còn gì, mọi thứ là lợi ích.,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"mydoviolinist","Haha tui biết là ngành nào cũng có vùng xám, nên tui ko expect bất kì sự liêm chính tuyệt đối nào ở đây bác ah, và càng học cao, thì vấn đề (hoặc tệ nạn) càng phức tạp. Tuy nhiên ý tui đang nói ở đây là việc xem một cuộc tranh luận có đầu óc vẫn sẽ dễ tiếp thu hơn những màn cãi vã mà chính chủ còn ko hiểu mình đang cãi gì ấy 🤣,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"wtfaust_","LCKH vẫn chưa dí đc con bán quạt giả damh tiến sĩ t chưa cam lòng,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"nnnnnan_21","Dí được rồi nhé b,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"vietnamese_sandwich_uwo","Với cả mình nghe ở đâu đó bảo rằng khoa học cũng ko liêm chính lắm đâu nên bn đừng kì vọng nhiều vào giới khoa học🤓,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"thuhangg287","T ko rõ hết tất cả mn ntn, nhưng t khẳng định rất nhiều người làm nghiên cứu đang bị rối loạn lo âu và ovtk nên t ko xem nta var nhau trên đấy,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"jannachanily","Đọc chọn lọc thôi mom ạ =))),T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"rosiee_1503","Vụ khác thì k biết chứ vụ PGS gần đây thì đúng là nâng cao khả năng phản biện nha,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"trv_cuong","Công nhận vào đấy xem bóc phốt cũng hay,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"embeiuu.wahnee","Thật luônnn. Siêu mê. Tranh luận mà luận điểm luận cứ rõ ràng, kiến thức bay đầy cmt huhuuuuu,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"dangmydao","Xem ở đâu bạn nhỉ, mình cũng muốn xemm,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"embeiuu.wahnee","Bác xem bác quan tâm chủ đề hay lĩnh vực nào thì vào group ý ấy. Tui hay quan tâm mấy cái liên quan tới pháp y này kia thì tui vào mấy gr pháp y trên facebook á,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"nguyentran.n.t","Thật ra, mấy bài trên đó ng trong ngành nhìn vào là hiểu, dù cho lập luận có bén ngót tới đâu 😒,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"ypnchannel4u","Cãi nhau vui mà, xả stress; Còn thảo luận thì lại khác, ít ra là nội dung trao đổi cần làm rõ và thống nhất với nhau về thuật ngữ để cùng biết là đang nói về cái gì; Cãi nhau thì không nhất định, ai nói chuyện của người đấy, có khi dùng cùng một từ nhưng mỗi người hiểu một kiểu; Có điều, thế giới có xu hướng vận hành theo kiểu cãi nhau dựa trên tham khảo nền tảng của các cuộc thảo luận.,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"yotsubayuuki","Tui cũng mới chỉ biết đến group Liêm Chính cách đây chưa lâu thông qua vụ của Quỳnh Anh Standford, nhưng phải thừa nhận lên đó tui đã được mở mang tầm mắt và học được cách viết và cách phản biện sao cho chuẩn xác. Còn về mục đích thì kệ thui chủ yếu là lên để học tập những cái tốt mà 🥰,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"hailinh1001","Hơ ní đọc cho vui thôi, dân làm NCKH thấy nhóm đó cũng abcxyz lắm, có một thời vin vào để đấu tố kiểu không có bằng chứng rõ ràng mà cứ châm ngọn lửa nghi ngờ đố kỵ ấy. Hồi anh Duong Tu mới lập ra khác giờ nhiều lắm,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"vietnamese_sandwich_uwo","Tranh luận nhiều khi nó rất cực đoan í, kể cả là học thuật hay ko học thuật, bởi vì nhận thua khá là khó, đặc biệt trong giới học thuật ngta cần phải giữ mặt mũi💀 trừ tranh luận về toán lý thì chỉ có 1 chân lý, còn mấy thứ khác thì ko,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"baobao_memories","Đến 1 câu nói tiếng Anh còn ko nói được nhưng vẫn tốt nghiệp tiến sĩ Trường top 100 thế giới,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"hatdaukyla1407","True,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"c.loud_12345","Group ấy nó liêm 50% thôi, nhiều bài viết trù dập nhau lắm,T có một sở thích mới, đó là vào group Liêm chính khoa học xem người ta var nhau. Được..."
"quina.34_","bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=))),bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"nhoka7top1","lữ hành gia,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"annabillee12","Hôm nọ mới làm quả video du lịch ấn xong hình như đánh phụ nữ ấn ngoài đường xong😬 b gái này nghe chừng tương lai chấm hỏi khét lẹt,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"is_hdang","vcl lữ hành gia =)))),bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"dangminhhieu1812","vcl goat lữ hành gia Má ngồi xem khả seni xong mò sang kênh con vợ này xong h vid l nào cũng xem,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"le.hiuy_","+1 giờ ăn cơm bỏ phim để xem th e,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"lieu_nhat_huy","Lữ hành gia là gì đấy ae?,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"_.09nov","du túp bơ á bạn, lữ hành gia là tên ytb của ông trong ảnh nè,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"lieu_nhat_huy","Ồ ra vậy,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"co_ai_biet","Bạn gái ơi, bạn rất dễ thương. Nhưng bạn trai kẻ lông mày à?,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"quina.34_","à:) ảnh thích lông mày kiếm nhật=)) tui k cản được👩🏻‍🦲,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"hugggarcia_","Ô lữ hành gia sena mà😹,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"dounnuo","Goat lữ hành gia,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"trunggkienn_27","Wow,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"zn0hp","🐐,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"quanh28.11.05","Chụp ở đou v ạ,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"noturfav10_","vcl ông em lữ hành gia,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"mal.uyn","Dễ thương quáaaa, hay xem vlog ny của bạn :))))))))),bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"ngohoangdeptrais1tg","Đùa a lữ hành gia ê,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"trunghai_11","Ổng này giải cứu thế giới à, sao có ghẹ xinh dậy chời,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"dzt2.16","Lữ hành gia?,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"_capyboi_","Sao nhìn giống con vợ lữ hành gia thế,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"mduong.g","anh zai lử hành da,bao nhiêu ảnh đẹp thì him không thích:)) thích mỗi ảnh cuối:)))) Trông khác gì nghiện k=)))"
"le627tuan","Thức ăn tại Hoa Kỳ hien giờ già cả lên mot cach khùng khiếp luôn di chợ ngay trước 100 us là ăn cả tháng con hiện giờ đi chợ cho mot người ăn thôi ma chi có để tủ lạnh àn được 5/6 ngày thôi niểu tình hình như vậy thi toi nghĩ nước Mỹ sẽ bị khủng quảng kính tế quá,Thức ăn tại Hoa Kỳ hien giờ già cả lên mot cach khùng khiếp luôn di chợ ngay trước 100..."
"abune63","Ko có tiền thì mua miếng thịt bò thì ra cosco làm cục thịt bò $20 ăn cả tuần ko hết. Chạy vào siêu thị ăn phải Ribeye loại ngon thì kêu ca j.,Thức ăn tại Hoa Kỳ hien giờ già cả lên mot cach khùng khiếp luôn di chợ ngay trước 100..."
"hongloan020371","Bây giờ tiền mất giá trị Ở đâu cũng vậy anh ạ,Thức ăn tại Hoa Kỳ hien giờ già cả lên mot cach khùng khiếp luôn di chợ ngay trước 100..."
"wowitstrung","VN cũng v thôi, bịch cà phê lên giá gấp 2 lần trong vòng 1 năm,Thức ăn tại Hoa Kỳ hien giờ già cả lên mot cach khùng khiếp luôn di chợ ngay trước 100..."
"thicongduc","Bên Đức cũng vậy,Thức ăn tại Hoa Kỳ hien giờ già cả lên mot cach khùng khiếp luôn di chợ ngay trước 100..."
"papatonkin","buồn quá 🥴,Thức ăn tại Hoa Kỳ hien giờ già cả lên mot cach khùng khiếp luôn di chợ ngay trước 100..."
"dntran72","Tào lao $100 ăn năn thì có, ăn cả tháng🤣🤣🤣,Thức ăn tại Hoa Kỳ hien giờ già cả lên mot cach khùng khiếp luôn di chợ ngay trước 100..."
"nguyen_8679","Chính phủ chi phí hết. Ko lo,Thức ăn tại Hoa Kỳ hien giờ già cả lên mot cach khùng khiếp luôn di chợ ngay trước 100..."
"tp_tmh","Ông nội lựa ngay rib eye thì hỏi sao ko mắc:)))),Thức ăn tại Hoa Kỳ hien giờ già cả lên mot cach khùng khiếp luôn di chợ ngay trước 100..."
"venus.nguyen.564","Vn khác gì đâu,Thức ăn tại Hoa Kỳ hien giờ già cả lên mot cach khùng khiếp luôn di chợ ngay trước 100..."
"leson682018","Tội nghiệp nước Mỹ, Việt Nam xã nghĩa chờ đô la gửi về cũng không mua nổi thức ăn độc hại ô nhiễm.. vậy mà cả đám trèo tường trốn vô container để đến xứ tư bản giãy chết..mà nhập cư.. hiện nay 28 ngàn ông hồ tặc mới bằng 1 ông Tổng thống Mỹ.. đồng hồ tặc như rác ..,Thức ăn tại Hoa Kỳ hien giờ già cả lên mot cach khùng khiếp luôn di chợ ngay trước 100..."
"yuenan_chengguan","Vấn đề là tiền chợ như vậy chiếm bao nhiêu % thu nhập mỗi tháng của anh? Nhìn giá thịt anh mua có thể thấy là rẻ hơn ở VN rất nhiều trong khi thu nhập chắc chắn là cao hơn nhiều,Thức ăn tại Hoa Kỳ hien giờ già cả lên mot cach khùng khiếp luôn di chợ ngay trước 100..."
"greentobluecollage","2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường, lúc sau ném cái thuốc lá nốt xong nhổ nc bọt ra giữa đường ghê vl đường đông thế này mà đ biết ngại à?,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"dun.07_","Bọn tộc hòa bình,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"minhthai233","Lần đầu về thủ đô!,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"nguyenhoseo","Dòng thứ 28 dơ bẩn,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"quandui_deptong_kosomuadong","“đéo ngu à” là chửi nó hay sao dzợ ??? 😅,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"greentobluecollage","ê viết nhầm,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"truong_sy_toan","2 cu Tooc xuống phố,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"mynguyenha3","Thật nha tôi gặp mấy truoqngf hợp này nhiều nè có lần đang đi có ông đằng trc ném cốc rác xuống xg tôi đang lái xe vấp vào suýt ngã :(( chả biết ý thức ở đâu,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"__acyejit","sv sao biết ngại,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"__phuong______","1 câu thôi: Tỉnh,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"if_hne","Ôi v. Có mấy thành phần cứ đánh đồng tất cả z. Chỗ nào chả có ng này ng kia. Hong biết snghi à. Mấy th trong ảnh đã z rồi mấy đứa bluan khiếm nhã cũm i chang kk,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"mduyen.lee","@qmai.doo 28 hoà bình chào ae nhớ,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"qmai.doo","ngại hết cả hoà bình quê tôi,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"thingsilike03","Nọ t bị 1 thằng ""tổ lái"" phóng chặn đầu xe suýt bị ô tô đâm. T hoảng, ô tô cx hoảng, thằng đó la hét vui lắm😃😃,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"ptd31_","@vhq__2712 m đúng không. Mang tiếng dân Lương Sơn vc,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"trongphan.08","Xin hãy sống ý thức lên cho thành phố sạch đẹp sống cộng đồng đùng nhỏ mọn quá bỏ rác đubgs nơi quy định,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"aug15th","T tin bạn. Nhưng sẽ có những đứa lên chửi bạn, và yêu cầu bằng chứng, kiểu video, chứ đăng lên tnay ai chả đăng được :)) T bị chửi rồi nên t biết,2 thằng này chiều nay ở phạm văn đồng đéo ngu à :)) uống nước xong vứt ra giữa đường,..."
"binhnuocthai","Mới về làm dâu, mình lm trứng chưng cho cả nhà ăn Tuy k có màu đẹp nhưng rất ngon Mẹ ck với em gái ck nhìn rồi nói: “Mới nhìn đã thấy mắc ói rồi, nấu cho heo ăn hay gì v“ Nghe hai người nói xong mình mang nguyên cái thau trứng đó lên phòng ăn một mình Kệ hai mẹ con bả muốn ăn gì thì ăn,Mới về làm dâu, mình lm trứng chưng cho cả nhà ăn Tuy k có màu đẹp nhưng rất ngon..."
"binhnuocthai","Son bắt sáng 3ce https://s.shopee.vn/6pssmHuyY7 Đầm vàng xinh xẻo tiểu thư https://s.shopee.vn/804qATP3sO,Mới về làm dâu, mình lm trứng chưng cho cả nhà ăn Tuy k có màu đẹp nhưng rất ngon..."
"trungon8","Máy lọc không khí xiaomi https://s.shopee.vn/20ncsorAky,Mới về làm dâu, mình lm trứng chưng cho cả nhà ăn Tuy k có màu đẹp nhưng rất ngon..."
"minhminh_chan","Cái này ko phải trứng chưng Thành phần m thấy rõ con rươi Ko hiểu b lên bài với mục đích j?,Mới về làm dâu, mình lm trứng chưng cho cả nhà ăn Tuy k có màu đẹp nhưng rất ngon..."
"vietnambilionare_son","❌️nhận bãi đồ ăn trông như cức ✅️ăn 1 mình và chửi mẹ chồng,Mới về làm dâu, mình lm trứng chưng cho cả nhà ăn Tuy k có màu đẹp nhưng rất ngon..."
"thanhloan1188","Haizz, tuy bả nói thẳng quá đáng, nhưng chế làm xấu thật, rút kinh nghiệm lần sau, khi hấp gần chín, chế lấy cái tròng đỏ trứng gà, trứng vịt, đánh ra chế thành cái lớp mỏng trên cùng, rồi rắc ít hành lá xắt nhỏ lên, vài lát ớt, đậy lại 3 phút, rắc tiêu lên là đẹp ngay í mà. Mình có lòng lụi hụi vô bếp làm món ăn ngon, thì thôi ráng chút xíu trang trí cho nó đẹp, nhìn ngon mắt thì cũng ăn ngon miệng hơn. Cái gì mình thiếu sót thì mình cứ học hỏi rút kinh nghiệm, để bản thân mình đẹp hơn tốt hơn,Mới về làm dâu, mình lm trứng chưng cho cả nhà ăn Tuy k có màu đẹp nhưng rất ngon..."
"_phwg.h","sao đây lại là trứng chưng,Mới về làm dâu, mình lm trứng chưng cho cả nhà ăn Tuy k có màu đẹp nhưng rất ngon..."
"esme_algrn","Bà làm trứng hấp rươi hả,Mới về làm dâu, mình lm trứng chưng cho cả nhà ăn Tuy k có màu đẹp nhưng rất ngon..."
"nguyethoa.dinh","Trứng rán rươi thế này là bình thường =)) chắc nhà ngta kh có điều kiện ít được ăn rươi đấy,Mới về làm dâu, mình lm trứng chưng cho cả nhà ăn Tuy k có màu đẹp nhưng rất ngon..."
"toru__wetwet","Nhìn ngon mà, lần sau mik làm thêm lần nữa sẽ đẹp hơn nè,Mới về làm dâu, mình lm trứng chưng cho cả nhà ăn Tuy k có màu đẹp nhưng rất ngon..."
"lananhh127","Mẹ ck nói đúng còn gì,Mới về làm dâu, mình lm trứng chưng cho cả nhà ăn Tuy k có màu đẹp nhưng rất ngon..."
"kyie_6.68","Ê đồ ăn dù hình thức thế nào thì cũng không nên nói như thế chứ. Không ăn thì để người khác ăn. Rươi ngon vcl không ăn thì nhịn.,Mới về làm dâu, mình lm trứng chưng cho cả nhà ăn Tuy k có màu đẹp nhưng rất ngon..."
